,_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents",County,Latitude,Longitude
13271,13272,6/2/2025,2020,Cocaine,Locality,51183,Sussex County,Crater,0,0,Sussex County,36.9096897,-77.2741121
13272,13273,6/2/2025,2022,Benzodiazepine,Locality,51135,Nottoway County,Piedmont,1,6.6,Nottoway County,37.1489448,-78.0583926
13273,13274,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51033,Caroline County,Rappahannock,11,35.6,Caroline County,38.0320305,-77.362363
13274,13275,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51125,Nelson County,Blue Ridge,0,0,Nelson County,37.7755351,-78.8973622
13275,13276,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51595,Emporia City,Crater,0,0,Emporia City,36.6937606,-77.5357141
13276,13277,6/2/2025,2024^,Methadone,Locality,51109,Louisa County,Blue Ridge,0,0,Louisa County,37.9854441,-77.9486307
13277,13278,6/2/2025,2021,Methadone,Locality,51690,Martinsville City,West Piedmont,0,0,Martinsville City,36.6909706,-79.8750387
13278,13279,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51015,Augusta County,Central Shenandoah,1,1.3,Augusta County,38.1793809,-79.1525761
13279,13280,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51620,Franklin City,Western Tidewater,4,51.1,Franklin City,38.0078996,-75.3835302
13280,13281,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51095,James City County,Peninsula,0,0,James City County,37.3211485,-76.7972515
13281,13282,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51179,Stafford County,Rappahannock,10,6.4,Stafford County,38.4167265,-77.4579783
13282,13283,6/2/2025,2021,Psychostimulant,Locality,51590,Danville City,Pittsylvania/Danville,5,12.5,Danville City,36.5863941,-79.3920409
13283,13284,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0,Lunenburg County,36.9445279,-78.2562001
13284,13285,6/2/2025,2021,Heroin,Locality,51730,Petersburg City,Crater,3,9.9,Petersburg City,37.2298677,-77.4052087
13285,13286,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51770,Roanoke City,Roanoke City,43,43.4,Roanoke City,37.2656425,-79.925442
13286,13287,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51735,Poquoson City,Peninsula,1,8.2,Poquoson City,37.1218129,-76.3965063
13287,13288,6/2/2025,2023,Cocaine,Locality,51017,Bath County,Central Shenandoah,0,0,Bath County,38.0557255,-79.7350017
13288,13289,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51025,Brunswick County,Southside,0,0,Brunswick County,36.7788996,-77.8670883
13289,13290,6/2/2025,2023,Benzodiazepine,Locality,51023,Botetourt County,Alleghany,0,0,Botetourt County,37.5520825,-79.8029569
13290,13291,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51163,Rockbridge County,Central Shenandoah,1,4.4,Rockbridge County,37.7776,-79.4308
13291,13292,6/2/2025,2022,Heroin,Locality,51115,Mathews County,Three Rivers,1,11.4,Mathews County,37.4481394,-76.331696
13292,13293,6/2/2025,2021,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0,Grayson County,36.6512208,-81.2114025
13293,13294,6/2/2025,2023,All-Drug,Locality,51017,Bath County,Central Shenandoah,4,97.1,Bath County,38.0557255,-79.7350017
13294,13295,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51199,York County,Peninsula,0,0,York County,37.2230374,-76.5156945
13295,13296,6/2/2025,2021,Cocaine,Locality,51107,Loudoun County,Loudoun,10,2.4,Loudoun County,39.0984586,-77.6705008
13296,13297,6/2/2025,2022,Psychostimulant,Locality,51600,Fairfax City,Fairfax,1,4.3,Fairfax City,38.847239,-77.3036133
13297,13298,6/2/2025,2021,All-Drug,Locality,51081,Greensville County,Crater,3,26.6,Greensville County,36.6405713,-77.5768298
13298,13299,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51003,Albemarle County,Blue Ridge,1,0.9,Albemarle County,38.0085107,-78.6086754
13299,13300,6/2/2025,2025†,Any Opioids,Locality,51029,Buckingham County,Piedmont,0,0,Buckingham County,37.5558826,-78.5547172
13300,13301,6/2/2025,2020,Psychostimulant,Locality,51051,Dickenson County,Cumberland Plateau,2,14.2,Dickenson County,37.1226368,-82.359691
13301,13302,6/2/2025,2020,Benzodiazepine,Locality,51740,Portsmouth City,Portsmouth,7,7.4,Portsmouth City,36.8313802,-76.3700611
13302,13303,6/2/2025,2023,Methadone,Locality,51075,Goochland County,Chickahominy,1,4.1,Goochland County,37.7204342,-77.8837984
13303,13304,6/2/2025,2019,All-Drug,Locality,51007,Amelia County,Piedmont,7,53.3,Amelia County,37.3319664,-78.008448
13304,13305,6/2/2025,2021,All-Drug,Locality,51700,Newport News City,Peninsula,72,40.2,Newport News City,37.0867976,-76.4715359
13305,13306,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51111,Lunenburg County,Piedmont,0,0,Lunenburg County,36.9445279,-78.2562001
13306,13307,6/2/2025,2022,Any Opioids,Locality,51775,Salem City,Alleghany,17,67.1,Salem City,37.2919366,-80.0570773
13307,13308,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51035,Carroll County,Mount Rogers,1,3.4,Carroll County,36.7365816,-80.7439791
13308,13309,6/2/2025,2021,Cocaine,Locality,51700,Newport News City,Peninsula,35,19.5,Newport News City,37.0867976,-76.4715359
13309,13310,6/2/2025,2019,Cocaine,Locality,51057,Essex County,Three Rivers,0,0,Essex County,37.9140592,-76.9326385
13310,13311,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51081,Greensville County,Crater,1,8.8,Greensville County,36.6405713,-77.5768298
13311,13312,6/2/2025,2019,Heroin,Locality,51185,Tazewell County,Cumberland Plateau,2,4.9,Tazewell County,37.1236041,-81.5684129
13312,13313,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51009,Amherst County,Central Virginia,2,6.3,Amherst County,37.5997548,-79.1483701
13313,13314,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51093,Isle of Wight County,Western Tidewater,7,18.6,Isle of Wight County,36.8953677,-76.7248143
13314,13315,6/2/2025,2019,Any Opioids,Locality,51610,Falls Church City,Fairfax,0,0,Falls Church City,38.880517,-77.1796109
13315,13316,6/2/2025,2022,Methadone,Locality,51580,Covington City,Alleghany,0,0,Covington City,37.7901662,-80.0002853
13316,13317,6/2/2025,2022,Any Opioids,Locality,51127,New Kent County,Chickahominy,6,25.4,New Kent County,37.4974701,-76.9990453
13317,13318,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51083,Halifax County,Southside,0,0,Halifax County,36.747244,-78.9425634
13318,13319,6/2/2025,2021,Heroin,Locality,51015,Augusta County,Central Shenandoah,1,1.3,Augusta County,38.1793809,-79.1525761
13319,13320,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51051,Dickenson County,Cumberland Plateau,3,21.3,Dickenson County,37.1226368,-82.359691
13320,13321,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51109,Louisa County,Blue Ridge,12,31.5,Louisa County,37.9854441,-77.9486307
13321,13322,6/2/2025,2024^,Any Opioids,Locality,51031,Campbell County,Central Virginia,1,1.8,Campbell County,37.2158191,-79.1165953
13322,13323,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51137,Orange County,Rappahannock/Rapidan,9,23.9,Orange County,38.2490349,-78.013983
13323,13324,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51197,Wythe County,Mount Rogers,1,3.5,Wythe County,36.9118401,-81.0639347
13324,13325,6/2/2025,2023,Cocaine,Locality,51079,Greene County,Blue Ridge,3,14.9,Greene County,38.2954503,-78.4704823
13325,13326,6/2/2025,2022,Any Opioids,Locality,51036,Charles City County,Chickahominy,1,14.7,Charles City County,37.3705777,-77.0605098
13326,13327,6/2/2025,2024^,Cocaine,Locality,51041,Chesterfield County,Chesterfield,17,4.7,Chesterfield County,37.3859982,-77.578509
13327,13328,6/2/2025,2023,Cocaine,Locality,51840,Winchester City,Lord Fairfax,2,7.2,Winchester City,39.0789377,-78.2153455
13328,13329,6/2/2025,2024^,All-Drug,Locality,51041,Chesterfield County,Chesterfield,53,14.8,Chesterfield County,37.3859982,-77.578509
13329,13330,6/2/2025,2023,Methadone,Locality,51640,Galax City,Mount Rogers,0,0,Galax City,36.6576261,-80.9231529
13330,13331,6/2/2025,2025†,Any Opioids,Locality,51145,Powhatan County,Chesterfield,0,0,Powhatan County,37.5531622,-77.9112655
13331,13332,6/2/2025,2024^,All-Drug,Locality,51195,Wise County,Lenowisco,8,21.5,Wise County,37.0170633,-82.6103804
13332,13333,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51119,Middlesex County,Three Rivers,4,37.8,Middlesex County,37.6221412,-76.5904374
13333,13334,6/2/2025,2020,Cocaine,Locality,51005,Alleghany County,Alleghany,0,0,Alleghany County,37.8167022,-80.0227166
13334,13335,6/2/2025,2023,Cocaine,Locality,51037,Charlotte County,Piedmont,2,16.9,Charlotte County,37.0416273,-78.6523968
13335,13336,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51021,Bland County,Mount Rogers,4,64.1,Bland County,37.1312101,-81.1154109
13336,13337,6/2/2025,2024^,Cocaine,Locality,51047,Culpeper County,Rappahannock/Rapidan,4,7.5,Culpeper County,38.4912207,-77.9618216
13337,13338,6/2/2025,2024^,All-Drug,Locality,51047,Culpeper County,Rappahannock/Rapidan,10,18.7,Culpeper County,38.4912207,-77.9618216
13338,13339,6/2/2025,2025†,Any Opioids,Locality,51770,Roanoke City,Roanoke City,*,*,Roanoke City,37.2656425,-79.925442
13339,13340,6/2/2025,2023,Benzodiazepine,Locality,51730,Petersburg City,Crater,0,0,Petersburg City,37.2298677,-77.4052087
13340,13341,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51053,Dinwiddie County,Crater,3,10.5,Dinwiddie County,37.0712818,-77.6480714
13341,13342,6/2/2025,2025†,Psychostimulant,Locality,51137,Orange County,Rappahannock/Rapidan,0,0,Orange County,38.2490349,-78.013983
13342,13343,6/2/2025,2023,Heroin,Locality,51023,Botetourt County,Alleghany,3,8.9,Botetourt County,37.5520825,-79.8029569
13343,13344,6/2/2025,2020,Heroin,Locality,51135,Nottoway County,Piedmont,0,0,Nottoway County,37.1489448,-78.0583926
13344,13345,6/2/2025,2022,Methadone,Locality,51540,Charlottesville City,Blue Ridge,0,0,Charlottesville City,38.0298985,-78.47703
13345,13346,6/2/2025,2021,Methadone,Locality,51063,Floyd County,New River,0,0,Floyd County,36.9157056,-80.3876889
13346,13347,6/2/2025,2020,Any Opioids,Locality,51820,Waynesboro City,Central Shenandoah,6,26.4,Waynesboro City,38.0709289,-78.8749878
13347,13348,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51195,Wise County,Lenowisco,1,2.7,Wise County,37.0170633,-82.6103804
13348,13349,6/2/2025,2022,Benzodiazepine,Locality,51115,Mathews County,Three Rivers,0,0,Mathews County,37.4481394,-76.331696
13349,13350,6/2/2025,2021,Heroin,Locality,51077,Grayson County,Mount Rogers,0,0,Grayson County,36.6512208,-81.2114025
13350,13351,6/2/2025,2019,Benzodiazepine,Locality,51620,Franklin City,Western Tidewater,0,0,Franklin City,38.0078996,-75.3835302
13351,13352,6/2/2025,2025†,Any Opioids,Locality,51810,Virginia Beach City,Virginia Beach,*,*,Virginia Beach City,36.7804592,-76.0894987
13352,13353,6/2/2025,2023,Benzodiazepine,Locality,51760,Richmond City,Richmond City,7,3,Richmond City,37.5433591,-77.4353135
13353,13354,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51117,Mecklenburg County,Southside,4,13.1,Mecklenburg County,36.6798483,-78.314746
13354,13355,6/2/2025,2021,Cocaine,Locality,51820,Waynesboro City,Central Shenandoah,0,0,Waynesboro City,38.0709289,-78.8749878
13355,13356,6/2/2025,2024^,All-Drug,Locality,51810,Virginia Beach City,Virginia Beach,64,14.2,Virginia Beach City,36.7804592,-76.0894987
13356,13357,6/2/2025,2024^,Cocaine,Locality,51810,Virginia Beach City,Virginia Beach,15,3.3,Virginia Beach City,36.7804592,-76.0894987
13357,13358,6/2/2025,2020,Psychostimulant,Locality,51510,Alexandria City,Alexandria,2,1.3,Alexandria City,38.8243417,-77.0855941
13358,13359,6/2/2025,2023,Benzodiazepine,Locality,51685,Manassas Park City,Prince William,0,0,Manassas Park City,38.7662308,-77.441908
13359,13360,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51045,Craig County,Alleghany,2,39.4,Craig County,37.4760225,-80.1990826
13360,13361,6/2/2025,2025†,Any Opioids,Locality,51047,Culpeper County,Rappahannock/Rapidan,*,*,Culpeper County,38.4912207,-77.9618216
13361,13362,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51660,Harrisonburg City,Central Shenandoah,0,0,Harrisonburg City,38.4459647,-78.8698623
13362,13363,6/2/2025,2023,Cocaine,Locality,51049,Cumberland County,Piedmont,0,0,Cumberland County,37.5004191,-78.2469202
13363,13364,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51550,Chesapeake City,Chesapeake,64,25.9,Chesapeake City,36.7503719,-76.22858
13364,13365,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51069,Frederick County,Lord Fairfax,21,23,Frederick County,39.2127031,-78.279166
13365,13366,6/2/2025,2020,Benzodiazepine,Locality,51570,Colonial Heights City,Chesterfield,0,0,Colonial Heights City,37.2543528,-77.4091462
13366,13367,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51087,Henrico County,Henrico,0,0,Henrico County,37.5131191,-77.3465081
13367,13368,6/2/2025,2022,Heroin,Locality,51620,Franklin City,Western Tidewater,1,12.8,Franklin City,38.0078996,-75.3835302
13368,13369,6/2/2025,2022,All-Drug,Locality,51171,Shenandoah County,Lord Fairfax,12,27.3,Shenandoah County,38.856559,-78.5890893
13369,13370,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51031,Campbell County,Central Virginia,0,0,Campbell County,37.2158191,-79.1165953
13370,13371,6/2/2025,2020,Any Opioids,Locality,51063,Floyd County,New River,2,12.7,Floyd County,36.9157056,-80.3876889
13371,13372,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51179,Stafford County,Rappahannock,4,2.6,Stafford County,38.4167265,-77.4579783
13372,13373,6/2/2025,2021,Cocaine,Locality,51520,Bristol City,Mount Rogers,1,5.8,Bristol City,36.5986958,-82.1812481
13373,13374,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51051,Dickenson County,Cumberland Plateau,3,21.3,Dickenson County,37.1226368,-82.359691
13374,13375,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51025,Brunswick County,Southside,0,0,Brunswick County,36.7788996,-77.8670883
13375,13376,6/2/2025,2020,All-Drug,Locality,51169,Scott County,Lenowisco,8,37,Scott County,36.7117473,-82.5893052
13376,13377,6/2/2025,2022,Any Opioids,Locality,51053,Dinwiddie County,Crater,8,27.9,Dinwiddie County,37.0712818,-77.6480714
13377,13378,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51119,Middlesex County,Three Rivers,0,0,Middlesex County,37.6221412,-76.5904374
13378,13379,6/2/2025,2019,Heroin,Locality,51840,Winchester City,Lord Fairfax,1,3.6,Winchester City,39.0789377,-78.2153455
13379,13380,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51125,Nelson County,Blue Ridge,0,0,Nelson County,37.7755351,-78.8973622
13380,13381,6/2/2025,2022,Cocaine,Locality,51171,Shenandoah County,Lord Fairfax,1,2.3,Shenandoah County,38.856559,-78.5890893
13381,13382,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51735,Poquoson City,Peninsula,1,8.2,Poquoson City,37.1218129,-76.3965063
13382,13383,6/2/2025,2024^,Methadone,Locality,51770,Roanoke City,Roanoke City,4,4,Roanoke City,37.2656425,-79.925442
13383,13384,6/2/2025,2021,Benzodiazepine,Locality,51117,Mecklenburg County,Southside,0,0,Mecklenburg County,36.6798483,-78.314746
13384,13385,6/2/2025,2019,Heroin,Locality,51079,Greene County,Blue Ridge,1,5,Greene County,38.2954503,-78.4704823
13385,13386,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51149,Prince George County,Crater,0,0,Prince George County,37.1815024,-77.2153144
13386,13387,6/2/2025,2022,Psychostimulant,Locality,51660,Harrisonburg City,Central Shenandoah,2,3.8,Harrisonburg City,38.4459647,-78.8698623
13387,13388,6/2/2025,2024^,Heroin,Locality,51600,Fairfax City,Fairfax,0,0,Fairfax City,38.847239,-77.3036133
13388,13389,6/2/2025,2022,Heroin,Locality,51510,Alexandria City,Alexandria,3,1.9,Alexandria City,38.8243417,-77.0855941
13389,13390,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51109,Louisa County,Blue Ridge,4,10.5,Louisa County,37.9854441,-77.9486307
13390,13391,6/2/2025,2020,Methadone,Locality,51073,Gloucester County,Three Rivers,1,2.7,Gloucester County,37.4452288,-76.5594479
13391,13392,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51083,Halifax County,Southside,9,26.8,Halifax County,36.747244,-78.9425634
13392,13393,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51760,Richmond City,Richmond City,0,0,Richmond City,37.5433591,-77.4353135
13393,13394,6/2/2025,2020,Cocaine,Locality,51045,Craig County,Alleghany,1,19.7,Craig County,37.4760225,-80.1990826
13394,13395,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51165,Rockingham County,Central Shenandoah,7,8.5,Rockingham County,38.5080288,-78.8949442
13395,13396,6/2/2025,2020,Psychostimulant,Locality,51061,Fauquier County,Rappahannock/Rapidan,1,1.4,Fauquier County,38.7513714,-77.8141221
13396,13397,6/2/2025,2019,Heroin,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0,Rappahannock County,38.6926326,-78.1495818
13397,13398,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51700,Newport News City,Peninsula,1,0.6,Newport News City,37.0867976,-76.4715359
13398,13399,6/2/2025,2020,Cocaine,Locality,51141,Patrick County,West Piedmont,1,5.7,Patrick County,36.6818706,-80.284636
13399,13400,6/2/2025,2020,Methadone,Locality,51091,Highland County,Central Shenandoah,0,0,Highland County,38.3841897,-79.5907978
13400,13401,6/2/2025,2020,Cocaine,Locality,51069,Frederick County,Lord Fairfax,8,8.8,Frederick County,39.2127031,-78.279166
13401,13402,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51071,Giles County,New River,2,12,Giles County,37.3088528,-80.7098781
13402,13403,6/2/2025,2024^,Psychostimulant,Locality,51195,Wise County,Lenowisco,4,10.8,Wise County,37.0170633,-82.6103804
13403,13404,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51011,Appomattox County,Central Virginia,0,0,Appomattox County,37.379893,-78.7944052
13404,13405,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51683,Manassas City,Prince William,1,2.4,Manassas City,38.7615639,-77.6217121
13405,13406,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51097,King and Queen County,Three Rivers,1,14.4,King and Queen County,37.7196754,-76.8794158
13406,13407,6/2/2025,2025†,Psychostimulant,Locality,51171,Shenandoah County,Lord Fairfax,0,0,Shenandoah County,38.856559,-78.5890893
13407,13408,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51049,Cumberland County,Piedmont,2,20.1,Cumberland County,37.5004191,-78.2469202
13408,13409,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51800,Suffolk City,Western Tidewater,4,4.3,Suffolk City,36.7280842,-76.581348
13409,13410,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51009,Amherst County,Central Virginia,4,12.7,Amherst County,37.5997548,-79.1483701
13410,13411,6/2/2025,2022,Any Opioids,Locality,51075,Goochland County,Chickahominy,6,24.6,Goochland County,37.7204342,-77.8837984
13411,13412,6/2/2025,2021,All-Drug,Locality,51019,Bedford County,Central Virginia,25,31.3,Bedford County,37.3123905,-79.5399003
13412,13413,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51595,Emporia City,Crater,3,57.1,Emporia City,36.6937606,-77.5357141
13413,13414,6/2/2025,2023,Methadone,Locality,51143,Pittsylvania County,Pittsylvania/Danville,0,0,Pittsylvania County,36.8121678,-79.4364106
13414,13415,6/2/2025,2024^,Methadone,Locality,51029,Buckingham County,Piedmont,1,5.8,Buckingham County,37.5558826,-78.5547172
13415,13416,6/2/2025,2019,Any Opioids,Locality,51710,Norfolk City,Norfolk City,41,16.9,Norfolk City,36.8585511,-76.3047394
13416,13417,6/2/2025,2024^,Cocaine,Locality,51027,Buchanan County,Cumberland Plateau,1,4.9,Buchanan County,37.2600448,-82.0320334
13417,13418,6/2/2025,2023,Methadone,Locality,51775,Salem City,Alleghany,0,0,Salem City,37.2919366,-80.0570773
13418,13419,6/2/2025,2024^,All-Drug,Locality,51027,Buchanan County,Cumberland Plateau,7,34,Buchanan County,37.2600448,-82.0320334
13419,13420,6/2/2025,2019,Any Opioids,Locality,51191,Washington County,Mount Rogers,7,13,Washington County,36.740236,-81.9421666
13420,13421,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0,Lunenburg County,36.9445279,-78.2562001
13421,13422,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51630,Fredericksburg City,Rappahannock,0,0,Fredericksburg City,38.3016119,-77.4666482
13422,13423,6/2/2025,2022,Any Opioids,Locality,51660,Harrisonburg City,Central Shenandoah,7,13.2,Harrisonburg City,38.4459647,-78.8698623
13423,13424,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51790,Staunton City,Central Shenandoah,5,19.8,Staunton City,38.1608862,-79.0384442
13424,13425,6/2/2025,2023,Benzodiazepine,Locality,51670,Hopewell City,Crater,0,0,Hopewell City,37.3103824,-77.2977788
13425,13426,6/2/2025,2022,Benzodiazepine,Locality,51185,Tazewell County,Cumberland Plateau,3,7.4,Tazewell County,37.1236041,-81.5684129
13426,13427,6/2/2025,2019,Methadone,Locality,51137,Orange County,Rappahannock/Rapidan,0,0,Orange County,38.2490349,-78.013983
13427,13428,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51019,Bedford County,Central Virginia,6,7.6,Bedford County,37.3123905,-79.5399003
13428,13429,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51003,Albemarle County,Blue Ridge,8,7.3,Albemarle County,38.0085107,-78.6086754
13429,13430,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51139,Page County,Lord Fairfax,0,0,Page County,38.6002354,-78.5016516
13430,13431,6/2/2025,2022,Cocaine,Locality,51059,Fairfax County,Fairfax,36,3.1,Fairfax County,38.8156356,-77.2836849
13431,13432,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51775,Salem City,Alleghany,0,0,Salem City,37.2919366,-80.0570773
13432,13433,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51019,Bedford County,Central Virginia,1,1.3,Bedford County,37.3123905,-79.5399003
13433,13434,6/2/2025,2021,All-Drug,Locality,51800,Suffolk City,Western Tidewater,33,35.1,Suffolk City,36.7280842,-76.581348
13434,13435,6/2/2025,2022,Any Opioids,Locality,51035,Carroll County,Mount Rogers,4,13.3,Carroll County,36.7365816,-80.7439791
13435,13436,6/2/2025,2025†,Methadone,Locality,51660,Harrisonburg City,Central Shenandoah,0,0,Harrisonburg City,38.4459647,-78.8698623
13436,13437,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51161,Roanoke County,Alleghany,8,8.5,Roanoke County,37.2377673,-80.0759642
13437,13438,6/2/2025,2024^,Any Opioids,Locality,51143,Pittsylvania County,Pittsylvania/Danville,11,18.4,Pittsylvania County,36.8121678,-79.4364106
13438,13439,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51610,Falls Church City,Fairfax,0,0,Falls Church City,38.880517,-77.1796109
13439,13440,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51081,Greensville County,Crater,1,8.8,Greensville County,36.6405713,-77.5768298
13440,13441,6/2/2025,2021,Cocaine,Locality,51800,Suffolk City,Western Tidewater,13,13.8,Suffolk City,36.7280842,-76.581348
13441,13442,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51199,York County,Peninsula,0,0,York County,37.2230374,-76.5156945
13442,13443,6/2/2025,2025†,All-Drug,Locality,51183,Sussex County,Crater,*,*,Sussex County,36.9096897,-77.2741121
13443,13444,6/2/2025,2021,Benzodiazepine,Locality,51007,Amelia County,Piedmont,0,0,Amelia County,37.3319664,-78.008448
13444,13445,6/2/2025,2025†,Heroin,Locality,51057,Essex County,Three Rivers,0,0,Essex County,37.9140592,-76.9326385
13445,13446,6/2/2025,2020,All-Drug,Locality,51199,York County,Peninsula,15,21.7,York County,37.2230374,-76.5156945
13446,13447,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51029,Buckingham County,Piedmont,0,0,Buckingham County,37.5558826,-78.5547172
13447,13448,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51775,Salem City,Alleghany,2,7.9,Salem City,37.2919366,-80.0570773
13448,13449,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51187,Warren County,Lord Fairfax,9,22.2,Warren County,38.9131907,-78.2096656
13449,13450,6/2/2025,2019,Any Opioids,Locality,51143,Pittsylvania County,Pittsylvania/Danville,6,9.9,Pittsylvania County,36.8121678,-79.4364106
13450,13451,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51540,Charlottesville City,Blue Ridge,6,12.8,Charlottesville City,38.0298985,-78.47703
13451,13452,6/2/2025,2021,Methadone,Locality,51550,Chesapeake City,Chesapeake,2,0.8,Chesapeake City,36.7503719,-76.22858
13452,13453,6/2/2025,2021,Methadone,Locality,51720,Norton City,Lenowisco,0,0,Norton City,36.9332591,-82.6352237
13453,13454,6/2/2025,2022,Any Opioids,Locality,51595,Emporia City,Crater,1,19,Emporia City,36.6937606,-77.5357141
13454,13455,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51081,Greensville County,Crater,3,26.6,Greensville County,36.6405713,-77.5768298
13455,13456,6/2/2025,2020,Heroin,Locality,51590,Danville City,Pittsylvania/Danville,6,15,Danville City,36.5863941,-79.3920409
13456,13457,6/2/2025,2023,All-Drug,Locality,51147,Prince Edward County,Piedmont,4,17.4,Prince Edward County,37.2293293,-78.4628573
