_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents"
11967,6/2/2025,2024^,Methadone,Locality,51139,Page County,Lord Fairfax,0,0
11968,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51009,Amherst County,Central Virginia,4,12.6
11969,6/2/2025,2020,Cocaine,Locality,51600,Fairfax City,Fairfax,1,4.3
11970,6/2/2025,2025†,Any Opioids,Locality,51069,Frederick County,Lord Fairfax,0,0
11971,6/2/2025,2023,All-Drug,Locality,51181,Surry County,Crater,1,15.7
11972,6/2/2025,2023,Cocaine,Locality,51113,Madison County,Rappahannock/Rapidan,2,15
11973,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51630,Fredericksburg City,Rappahannock,13,44.1
11974,6/2/2025,2025†,Any Opioids,Locality,51045,Craig County,Alleghany,0,0
11975,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51790,Staunton City,Central Shenandoah,1,4
11976,6/2/2025,2023,Any Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0
11977,6/2/2025,2022,Methadone,Locality,51137,Orange County,Rappahannock/Rapidan,0,0
11978,6/2/2025,2019,Any Opioids,Locality,51075,Goochland County,Chickahominy,2,8.4
11979,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51790,Staunton City,Central Shenandoah,1,4
11980,6/2/2025,2019,Any Opioids,Locality,51660,Harrisonburg City,Central Shenandoah,6,11.3
11981,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51003,Albemarle County,Blue Ridge,17,15.4
11982,6/2/2025,2023,All-Drug,Locality,51113,Madison County,Rappahannock/Rapidan,2,15
11983,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51019,Bedford County,Central Virginia,25,31.3
11984,6/2/2025,2023,Methadone,Locality,51670,Hopewell City,Crater,0,0
11985,6/2/2025,2019,Benzodiazepine,Locality,51185,Tazewell County,Cumberland Plateau,3,7.4
11986,6/2/2025,2025†,Any Opioids,Locality,51141,Patrick County,West Piedmont,0,0
11987,6/2/2025,2023,Psychostimulant,Locality,51107,Loudoun County,Loudoun,4,0.9
11988,6/2/2025,2022,Any Opioids,Locality,51710,Norfolk City,Norfolk City,94,38.7
11989,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51550,Chesapeake City,Chesapeake,*,*
11990,6/2/2025,2020,Benzodiazepine,Locality,51790,Staunton City,Central Shenandoah,1,4
11991,6/2/2025,2020,Methadone,Locality,51081,Greensville County,Crater,0,0
11992,6/2/2025,2025†,Benzodiazepine,Locality,51760,Richmond City,Richmond City,0,0
11993,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51660,Harrisonburg City,Central Shenandoah,0,0
11994,6/2/2025,2022,Psychostimulant,Locality,51015,Augusta County,Central Shenandoah,6,7.8
11995,6/2/2025,2021,Any Opioids,Locality,51019,Bedford County,Central Virginia,19,23.8
11996,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51185,Tazewell County,Cumberland Plateau,19,46.9
11997,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51035,Carroll County,Mount Rogers,1,3.3
11998,6/2/2025,2022,Cocaine,Locality,51810,Virginia Beach City,Virginia Beach,44,9.8
11999,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51720,Norton City,Lenowisco,0,0
12000,6/2/2025,2024^,Psychostimulant,Locality,51690,Martinsville City,West Piedmont,1,8.1
12001,6/2/2025,2025†,Benzodiazepine,Locality,51685,Manassas Park City,Prince William,0,0
12002,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51710,Norfolk City,Norfolk City,94,38.7
12003,6/2/2025,2024^,Methadone,Locality,51590,Danville City,Pittsylvania/Danville,1,2.5
12004,6/2/2025,2025†,Cocaine,Locality,51049,Cumberland County,Piedmont,0,0
12005,6/2/2025,2023,Any Opioids,Locality,51047,Culpeper County,Rappahannock/Rapidan,13,24.3
12006,6/2/2025,2022,All-Drug,Locality,51810,Virginia Beach City,Virginia Beach,117,25.9
12007,6/2/2025,2019,All-Drug,Locality,51710,Norfolk City,Norfolk City,49,20.2
12008,6/2/2025,2019,Any Opioids,Locality,51099,King George County,Rappahannock,8,29.8
12009,6/2/2025,2022,All-Drug,Locality,51075,Goochland County,Chickahominy,6,24.6
12010,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51175,Southampton County,Western Tidewater,1,5.7
12011,6/2/2025,2023,Heroin,Locality,51085,Hanover County,Chickahominy,4,3.7
12012,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51053,Dinwiddie County,Crater,8,27.9
12013,6/2/2025,2025†,Heroin,Locality,51077,Grayson County,Mount Rogers,0,0
12014,6/2/2025,2019,All-Drug,Locality,51131,Northampton County,Eastern Shore,2,17.1
12015,6/2/2025,2021,Any Opioids,Locality,51810,Virginia Beach City,Virginia Beach,94,20.8
12016,6/2/2025,2019,Cocaine,Locality,51131,Northampton County,Eastern Shore,0,0
12017,6/2/2025,2019,Heroin,Locality,51678,Lexington City,Central Shenandoah,1,13.4
12018,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51119,Middlesex County,Three Rivers,*,*
12019,6/2/2025,2020,All-Drug,Locality,51047,Culpeper County,Rappahannock/Rapidan,19,35.5
12020,6/2/2025,2022,Psychostimulant,Locality,51071,Giles County,New River,3,18
12021,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51021,Bland County,Mount Rogers,0,0
12022,6/2/2025,2019,Psychostimulant,Locality,51740,Portsmouth City,Portsmouth,3,3.2
12023,6/2/2025,2020,Cocaine,Locality,51047,Culpeper County,Rappahannock/Rapidan,3,5.6
12024,6/2/2025,2024^,Any Opioids,Locality,51820,Waynesboro City,Central Shenandoah,3,13.2
12025,6/2/2025,2024^,Heroin,Locality,51135,Nottoway County,Piedmont,0,0
12026,6/2/2025,2024^,Cocaine,Locality,51005,Alleghany County,Alleghany,0,0
12027,6/2/2025,2021,Psychostimulant,Locality,51137,Orange County,Rappahannock/Rapidan,3,8
12028,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51001,Accomack County,Eastern Shore,14,43.4
12029,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51149,Prince George County,Crater,5,13
12030,6/2/2025,2025†,Methadone,Locality,51063,Floyd County,New River,0,0
12031,6/2/2025,2023,Psychostimulant,Locality,51683,Manassas City,Prince William,0,0
12032,6/2/2025,2021,Any Opioids,Locality,51770,Roanoke City,Roanoke City,59,59.6
12033,6/2/2025,2022,Psychostimulant,Locality,51117,Mecklenburg County,Southside,2,6.5
12034,6/2/2025,2025†,Psychostimulant,Locality,51678,Lexington City,Central Shenandoah,0,0
12035,6/2/2025,2022,All-Drug,Locality,51037,Charlotte County,Piedmont,5,42.3
12036,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51053,Dinwiddie County,Crater,2,7
12037,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51043,Clarke County,Lord Fairfax,5,34.2
12038,6/2/2025,2023,Cocaine,Locality,51071,Giles County,New River,1,6
12039,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51103,Lancaster County,Three Rivers,0,0
12040,6/2/2025,2021,Benzodiazepine,Locality,51057,Essex County,Three Rivers,0,0
12041,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51045,Craig County,Alleghany,0,0
12042,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51141,Patrick County,West Piedmont,1,5.7
12043,6/2/2025,2023,Any Opioids,Locality,51147,Prince Edward County,Piedmont,4,17.4
12044,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51029,Buckingham County,Piedmont,2,11.6
12045,6/2/2025,2022,Cocaine,Locality,51683,Manassas City,Prince William,5,12.2
12046,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51013,Arlington County,Arlington,12,5.1
12047,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51069,Frederick County,Lord Fairfax,3,3.3
12048,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51690,Martinsville City,West Piedmont,2,15.9
12049,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51710,Norfolk City,Norfolk City,2,0.8
12050,6/2/2025,2023,Cocaine,Locality,51660,Harrisonburg City,Central Shenandoah,2,3.8
12051,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51095,James City County,Peninsula,0,0
12052,6/2/2025,2023,Psychostimulant,Locality,51570,Colonial Heights City,Chesterfield,3,17.4
12053,6/2/2025,2020,Any Opioids,Locality,51199,York County,Peninsula,13,18.8
12054,6/2/2025,2025†,Psychostimulant,Locality,51005,Alleghany County,Alleghany,*,*
12055,6/2/2025,2021,Heroin,Locality,51175,Southampton County,Western Tidewater,0,0
12056,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51117,Mecklenburg County,Southside,0,0
12057,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51065,Fluvanna County,Blue Ridge,0,0
12058,6/2/2025,2025†,Any Opioids,Locality,51083,Halifax County,Southside,0,0
12059,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51109,Louisa County,Blue Ridge,1,2.7
12060,6/2/2025,2020,Benzodiazepine,Locality,51051,Dickenson County,Cumberland Plateau,3,21.3
12061,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51031,Campbell County,Central Virginia,1,1.8
12062,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51093,Isle of Wight County,Western Tidewater,0,0
12063,6/2/2025,2020,Any Opioids,Locality,51197,Wythe County,Mount Rogers,4,14
12064,6/2/2025,2025†,Heroin,Locality,51540,Charlottesville City,Blue Ridge,0,0
12065,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51570,Colonial Heights City,Chesterfield,1,5.8
12066,6/2/2025,2019,Any Opioids,Locality,51111,Lunenburg County,Piedmont,1,8.2
12067,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51145,Powhatan County,Chesterfield,0,0
12068,6/2/2025,2022,Psychostimulant,Locality,51007,Amelia County,Piedmont,2,15.4
12069,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51169,Scott County,Lenowisco,0,0
12070,6/2/2025,2020,Methadone,Locality,51001,Accomack County,Eastern Shore,2,6.2
12071,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51678,Lexington City,Central Shenandoah,0,0
12072,6/2/2025,2019,All-Drug,Locality,51600,Fairfax City,Fairfax,7,29.1
12073,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51127,New Kent County,Chickahominy,6,25.4
12074,6/2/2025,2022,All-Drug,Locality,51161,Roanoke County,Alleghany,24,25.4
12075,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51775,Salem City,Alleghany,16,63.1
12076,6/2/2025,2021,All-Drug,Locality,51610,Falls Church City,Fairfax,3,20.5
12077,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51680,Lynchburg City,Central Virginia,1,1.2
12078,6/2/2025,2024^,All-Drug,Locality,51043,Clarke County,Lord Fairfax,1,6.8
12079,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51029,Buckingham County,Piedmont,0,0
12080,6/2/2025,2023,All-Drug,Locality,51167,Russell County,Cumberland Plateau,10,37.5
12081,6/2/2025,2020,All-Drug,Locality,51175,Southampton County,Western Tidewater,4,22.7
12082,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51720,Norton City,Lenowisco,0,0
12083,6/2/2025,2019,Any Opioids,Locality,51081,Greensville County,Crater,1,8.8
12084,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51087,Henrico County,Henrico,108,32.4
12085,6/2/2025,2023,Cocaine,Locality,51167,Russell County,Cumberland Plateau,1,3.8
12086,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51550,Chesapeake City,Chesapeake,0,0
12087,6/2/2025,2021,Heroin,Locality,51740,Portsmouth City,Portsmouth,22,23.1
12088,6/2/2025,2019,Benzodiazepine,Locality,51093,Isle of Wight County,Western Tidewater,1,2.7
12089,6/2/2025,2024^,All-Drug,Locality,51013,Arlington County,Arlington,17,7.1
12090,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51187,Warren County,Lord Fairfax,0,0
12091,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,0,0
12092,6/2/2025,2024^,Methadone,Locality,51037,Charlotte County,Piedmont,0,0
12093,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51035,Carroll County,Mount Rogers,4,13.3
12094,6/2/2025,2023,Heroin,Locality,51790,Staunton City,Central Shenandoah,1,4
12095,6/2/2025,2023,Cocaine,Locality,51101,King William County,Three Rivers,2,11.3
12096,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51043,Clarke County,Lord Fairfax,0,0
12097,6/2/2025,2025†,Cocaine,Locality,51800,Suffolk City,Western Tidewater,0,0
12098,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51103,Lancaster County,Three Rivers,2,18.8
12099,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51019,Bedford County,Central Virginia,0,0
12100,6/2/2025,2025†,Benzodiazepine,Locality,51007,Amelia County,Piedmont,0,0
12101,6/2/2025,2023,Cocaine,Locality,51999,Unknown,Unknown,0,N/A
12102,6/2/2025,2025†,All-Drug,Locality,51800,Suffolk City,Western Tidewater,0,0
12103,6/2/2025,2022,All-Drug,Locality,51187,Warren County,Lord Fairfax,18,44.5
12104,6/2/2025,2020,Any Opioids,Locality,51143,Pittsylvania County,Pittsylvania/Danville,14,23.4
12105,6/2/2025,2022,Cocaine,Locality,51173,Smyth County,Mount Rogers,0,0
12106,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51013,Arlington County,Arlington,3,1.2
12107,6/2/2025,2019,Heroin,Locality,51590,Danville City,Pittsylvania/Danville,4,10
12108,6/2/2025,2021,Methadone,Locality,51660,Harrisonburg City,Central Shenandoah,0,0
12109,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51139,Page County,Lord Fairfax,0,0
12110,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51161,Roanoke County,Alleghany,0,0
12111,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51147,Prince Edward County,Piedmont,0,0
12112,6/2/2025,2021,All-Drug,Locality,51183,Sussex County,Crater,3,27.5
12113,6/2/2025,2021,Heroin,Locality,51057,Essex County,Three Rivers,0,0
12114,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51199,York County,Peninsula,5,7.2
12115,6/2/2025,2024^,Heroin,Locality,51109,Louisa County,Blue Ridge,0,0
12116,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51191,Washington County,Mount Rogers,0,0
12117,6/2/2025,2022,Psychostimulant,Locality,51045,Craig County,Alleghany,2,39.4
12118,6/2/2025,2025†,Psychostimulant,Locality,51710,Norfolk City,Norfolk City,*,*
12119,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51005,Alleghany County,Alleghany,0,0
12120,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51079,Greene County,Blue Ridge,3,15.1
12121,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51017,Bath County,Central Shenandoah,0,0
12122,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51510,Alexandria City,Alexandria,18,11.3
12123,6/2/2025,2022,Psychostimulant,Locality,51069,Frederick County,Lord Fairfax,5,5.5
12124,6/2/2025,2021,All-Drug,Locality,51840,Winchester City,Lord Fairfax,9,32.5
12125,6/2/2025,2025†,Cocaine,Locality,51093,Isle of Wight County,Western Tidewater,0,0
12126,6/2/2025,2022,Psychostimulant,Locality,51141,Patrick County,West Piedmont,4,22.9
12127,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51730,Petersburg City,Crater,30,98.5
12128,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51155,Pulaski County,New River,1,2.9
12129,6/2/2025,2021,Any Opioids,Locality,51685,Manassas Park City,Prince William,3,16.7
12130,6/2/2025,2023,Methadone,Locality,51121,Montgomery County,New River,2,2
12131,6/2/2025,2021,Benzodiazepine,Locality,51063,Floyd County,New River,1,6.3
12132,6/2/2025,2024^,Any Opioids,Locality,51790,Staunton City,Central Shenandoah,1,4
12133,6/2/2025,2022,Methadone,Locality,51115,Mathews County,Three Rivers,0,0
12134,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51840,Winchester City,Lord Fairfax,7,24.9
12135,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51530,Buena Vista City,Central Shenandoah,0,0
12136,6/2/2025,2021,All-Drug,Locality,51079,Greene County,Blue Ridge,3,14.9
12137,6/2/2025,2019,Psychostimulant,Locality,51109,Louisa County,Blue Ridge,3,8
12138,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51101,King William County,Three Rivers,2,11.3
12139,6/2/2025,2023,Heroin,Locality,51075,Goochland County,Chickahominy,1,4.1
12140,6/2/2025,2020,Cocaine,Locality,51550,Chesapeake City,Chesapeake,18,7.3
12141,6/2/2025,2019,Methadone,Locality,51800,Suffolk City,Western Tidewater,0,0
12142,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51700,Newport News City,Peninsula,31,17.3
12143,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51131,Northampton County,Eastern Shore,1,8.5
12144,6/2/2025,2021,Benzodiazepine,Locality,51167,Russell County,Cumberland Plateau,1,3.8
12145,6/2/2025,2023,Heroin,Locality,51810,Virginia Beach City,Virginia Beach,5,1.1
12146,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51011,Appomattox County,Central Virginia,0,0
12147,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51049,Cumberland County,Piedmont,2,20.1
12148,6/2/2025,2025†,Psychostimulant,Locality,51169,Scott County,Lenowisco,*,*
12149,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51091,Highland County,Central Shenandoah,0,0
12150,6/2/2025,2021,Methadone,Locality,51175,Southampton County,Western Tidewater,1,5.7
12151,6/2/2025,2023,Psychostimulant,Locality,51065,Fluvanna County,Blue Ridge,3,10.9
12152,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51047,Culpeper County,Rappahannock/Rapidan,15,28
12153,6/2/2025,2021,Benzodiazepine,Locality,51087,Henrico County,Henrico,7,2.1
12154,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51091,Highland County,Central Shenandoah,0,0
12155,6/2/2025,2019,Benzodiazepine,Locality,51019,Bedford County,Central Virginia,1,1.3
12156,6/2/2025,2020,Cocaine,Locality,51720,Norton City,Lenowisco,0,0
12157,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51700,Newport News City,Peninsula,7,3.9
12158,6/2/2025,2024^,Methadone,Locality,51800,Suffolk City,Western Tidewater,0,0
12159,6/2/2025,2023,All-Drug,Locality,51157,Rappahannock County,Rappahannock/Rapidan,2,27.5
12160,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51011,Appomattox County,Central Virginia,3,18.7
12161,6/2/2025,2025†,Heroin,Locality,51710,Norfolk City,Norfolk City,0,0
12162,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51091,Highland County,Central Shenandoah,0,0
12163,6/2/2025,2024^,Benzodiazepine,Locality,51019,Bedford County,Central Virginia,1,1.3
12164,6/2/2025,2024^,Psychostimulant,Locality,51109,Louisa County,Blue Ridge,1,2.6
12165,6/2/2025,2022,Heroin,Locality,51141,Patrick County,West Piedmont,1,5.7
12166,6/2/2025,2022,Methadone,Locality,51101,King William County,Three Rivers,0,0
12167,6/2/2025,2021,Any Opioids,Locality,51117,Mecklenburg County,Southside,10,32.6
12168,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51037,Charlotte County,Piedmont,3,25.4
12169,6/2/2025,2020,Any Opioids,Locality,51570,Colonial Heights City,Chesterfield,0,0
12170,6/2/2025,2020,Any Opioids,Locality,51760,Richmond City,Richmond City,134,57.7
12171,6/2/2025,2022,Heroin,Locality,51069,Frederick County,Lord Fairfax,0,0
12172,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51131,Northampton County,Eastern Shore,1,8.6
12173,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51067,Franklin County,West Piedmont,15,26.7
12174,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51700,Newport News City,Peninsula,33,18.4
12175,6/2/2025,2022,Heroin,Locality,51045,Craig County,Alleghany,0,0
12176,6/2/2025,2025†,Methadone,Locality,51019,Bedford County,Central Virginia,0,0
12177,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51043,Clarke County,Lord Fairfax,5,34.2
12178,6/2/2025,2022,Benzodiazepine,Locality,51037,Charlotte County,Piedmont,0,0
12179,6/2/2025,2019,All-Drug,Locality,51043,Clarke County,Lord Fairfax,5,34.2
12180,6/2/2025,2022,Methadone,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
12181,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,0,0
12182,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51680,Lynchburg City,Central Virginia,3,3.7
12183,6/2/2025,2020,Psychostimulant,Locality,51077,Grayson County,Mount Rogers,2,12.9
12184,6/2/2025,2019,Methadone,Locality,51037,Charlotte County,Piedmont,0,0
12185,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51199,York County,Peninsula,0,0
12186,6/2/2025,2022,Cocaine,Locality,51730,Petersburg City,Crater,16,52.6
12187,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51620,Franklin City,Western Tidewater,4,51.1
12188,6/2/2025,2020,All-Drug,Locality,51029,Buckingham County,Piedmont,2,11.6
12189,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51013,Arlington County,Arlington,23,9.6
12190,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,1,4.2
12191,6/2/2025,2024^,Any Opioids,Locality,51081,Greensville County,Crater,3,26.6
12192,6/2/2025,2025†,Any Opioids,Locality,51061,Fauquier County,Rappahannock/Rapidan,*,*
12193,6/2/2025,2024^,Benzodiazepine,Locality,51093,Isle of Wight County,Western Tidewater,1,2.7
12194,6/2/2025,2022,Psychostimulant,Locality,51023,Botetourt County,Alleghany,5,14.9
12195,6/2/2025,2023,Heroin,Locality,51183,Sussex County,Crater,0,0
12196,6/2/2025,2019,All-Drug,Locality,51013,Arlington County,Arlington,17,7.2
12197,6/2/2025,2020,Any Opioids,Locality,51171,Shenandoah County,Lord Fairfax,8,18.2
12198,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51147,Prince Edward County,Piedmont,0,0
12199,6/2/2025,2021,Methadone,Locality,51045,Craig County,Alleghany,0,0
12200,6/2/2025,2022,Psychostimulant,Locality,51073,Gloucester County,Three Rivers,5,13.3
12201,6/2/2025,2019,Heroin,Locality,51105,Lee County,Lenowisco,0,0
12202,6/2/2025,2023,Benzodiazepine,Locality,51183,Sussex County,Crater,0,0
12203,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51103,Lancaster County,Three Rivers,0,0
12204,6/2/2025,2021,Methadone,Locality,51069,Frederick County,Lord Fairfax,5,5.5
12205,6/2/2025,2020,Any Opioids,Locality,51139,Page County,Lord Fairfax,6,25.1
12206,6/2/2025,2021,Psychostimulant,Locality,51115,Mathews County,Three Rivers,0,0
12207,6/2/2025,2021,Cocaine,Locality,51135,Nottoway County,Piedmont,0,0
12208,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51680,Lynchburg City,Central Virginia,22,27
12209,6/2/2025,2024^,Benzodiazepine,Locality,51683,Manassas City,Prince William,1,2.4
12210,6/2/2025,2025†,All-Drug,Locality,51091,Highland County,Central Shenandoah,0,0
12211,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51187,Warren County,Lord Fairfax,21,51.9
12212,6/2/2025,2024^,Any Opioids,Locality,51161,Roanoke County,Alleghany,15,15.9
12213,6/2/2025,2021,All-Drug,Locality,51103,Lancaster County,Three Rivers,3,28.3
12214,6/2/2025,2022,Any Opioids,Locality,51013,Arlington County,Arlington,21,8.7
12215,6/2/2025,2022,Cocaine,Locality,51157,Rappahannock County,Rappahannock/Rapidan,2,27.5
12216,6/2/2025,2021,Methadone,Locality,51141,Patrick County,West Piedmont,1,5.7
12217,6/2/2025,2019,All-Drug,Locality,51011,Appomattox County,Central Virginia,1,6.3
12218,6/2/2025,2022,Heroin,Locality,51037,Charlotte County,Piedmont,0,0
12219,6/2/2025,2022,Any Opioids,Locality,51043,Clarke County,Lord Fairfax,4,27.4
12220,6/2/2025,2019,Cocaine,Locality,51750,Radford City,New River,0,0
12221,6/2/2025,2019,Cocaine,Locality,51011,Appomattox County,Central Virginia,0,0
12222,6/2/2025,2024^,Heroin,Locality,51173,Smyth County,Mount Rogers,0,0
12223,6/2/2025,2025†,Benzodiazepine,Locality,51071,Giles County,New River,0,0
12224,6/2/2025,2025†,Cocaine,Locality,51091,Highland County,Central Shenandoah,0,0
12225,6/2/2025,2020,Methadone,Locality,51520,Bristol City,Mount Rogers,0,0
12226,6/2/2025,2022,Methadone,Locality,51061,Fauquier County,Rappahannock/Rapidan,1,1.4
12227,6/2/2025,2025†,Psychostimulant,Locality,51199,York County,Peninsula,0,0
12228,6/2/2025,2022,Psychostimulant,Locality,51091,Highland County,Central Shenandoah,0,0
12229,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51171,Shenandoah County,Lord Fairfax,4,9.2
12230,6/2/2025,2025†,Benzodiazepine,Locality,51125,Nelson County,Blue Ridge,0,0
12231,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51023,Botetourt County,Alleghany,1,3
12232,6/2/2025,2025†,Cocaine,Locality,51073,Gloucester County,Three Rivers,0,0
12233,6/2/2025,2020,Any Opioids,Locality,51005,Alleghany County,Alleghany,3,20.4
12234,6/2/2025,2020,Benzodiazepine,Locality,51149,Prince George County,Crater,0,0
